site_id,latitude,longitude,site_type,source,a_width,b_width
acrr25,-9.604251,-67.351282,rectangle,GE_2021-10-27,77,72.0
acrr26,-10.000841,-67.123795,rectangle,GE_2021-11-04,97,69.0
acrr27,-9.770733,-66.936518,rectangle,GE_2021-11-12,117,65.0
acrr28,-9.931004,-67.478335,rectangle,GE_2023.10.07_via_Peripato_et_al.,167,144.0
acrr29,-10.131702,-67.495468,rectangle,GE_2023.10.07_via_Peripato_et_al.,56,46.0
acrr3,-10.016871,-67.184655,rectangle,GE_2010-11-13,110,95.0
acrr30,-10.296783,-67.635673,rectangle,Kalliola_2024,58,48.0
acrr4,-10.128277,-67.207348,rectangle,GE_2024.09.30,70,
acrr5,-10.126593,-67.207519,rectangle,GE_2024.09.30,72,68.0
acrr6,-10.127441,-67.20893,rectangle,GE_2024.09.30,56,54.0
acrr7,-9.891098,-66.859997,rectangle,GE_2014-01-30,170,130.0
acrr8,-9.889473,-66.857154,rectangle,GE_2014-01-30,140,115.0
acrr9,-10.017082,-67.164525,quadrangle,GE_2023.10.07,90,80.0
acrre,-9.863735,-66.942761,rectangle,GE_2014-01-27,110,85.0
acrs1,-9.703097,-67.665012,square,GE_2021-10-26,148,
acrs10,-9.882407,-67.417338,square,GE_2024.02.05,128,
acrs11,-9.813357,-67.094495,square,pro_jpg,130,
acrs12,-10.06049,-67.061856,square,GE_2014-01-27,80,
acrs13,-10.129683,-67.090555,square,GE_2014-01-27,115,
acrs14,-9.915579,-66.984407,square,GE_2014-01-27,112,
acrs15,-10.019769,-67.135035,square,GE_2013-01-30,110,
acrs16,-10.150823,-67.04795,square,GE_2023.10.11,84,
acrs17,-10.144425,-67.045553,square,GE_2023.10.11,70,
acrs19,-10.093933,-67.306799,square,GE_2014-11-17,140,
acrs2,-10.015777,-67.163014,square,GE_2010-11-13,105,
acrs20,-9.745386,-67.158436,square,GE_2014-10-05,190,
acrs21,-9.781785,-67.220677,square,GE_2014-10-05,130,
acrs22,-9.813131,-67.254181,quadrangle,GE_2024.08.19,105,97.0
acrs23,-9.991011,-67.189622,square,GE_2014-10-06,112,
acrs24,-9.98979,-67.189946,square,GE_2014-10-06,115,
acrs25,-10.100068,-67.373933,square,GE_2014-11-17,42,
acrs26,-10.014365,-67.142105,square,GE_2025.06.28,120,
acrs27,-10.168277,-67.351145,square,GE_2014-11-17,80,
acrs28,-10.084526,-67.19781,square,GE_2014-11-18,48,
acrs29,-10.197644,-67.152983,square,GE_2014-11-18,68,
acrs3,-9.880105,-67.446105,square,GE_2010-11-13,195,
acrs31,-9.783259,-66.949947,parallelogram,GE_2014-11-18,238,
acrs32,-9.96449,-67.000277,square,GE_2014-11-18,126,
acrs33,-9.845224,-67.34863,square,GE_2017-11-14,73,
acrs34,-10.249497,-67.32612,quadrangle,GE_2020-01-15,74,
acrs35,-9.716453,-67.123219,square,zoom_jpg,158,
acrs36,-9.727703,-67.120935,square,GE_2021-11-08,227,
acrs37,-9.934521,-67.462218,square,GE_2021-10-26,102,
acrs39,-10.083986,-67.60284,square,GE_2021-11-05,140,
acrs4,-10.244442,-67.214921,square,GE_2021-10-30,60,
acrs40,-9.885862,-67.440691,square,GE_2021-10-26,227,
acrs41,-9.783176,-67.059301,square,pro_jpg,128,
acrs42,-9.744655,-67.059844,square,pro_jpq,214,
acrs43,-9.892857,-66.76936,square,GE_2024.02.18,122,
acrs6,-10.07924,-67.572824,square,GE_2011-02-21,230,
acrs7,-10.025192,-67.508038,square,GE_2011-02-19,220,
acrs8,-10.063988,-67.221224,square,GE_2011-02-20,106,
acrs9,-10.061233,-67.060076,square,GE_2014-01-27,80,
acrsq,-9.766998,-67.535517,square,GE_2014-11-17,185,
acrtq,-9.885979,-66.958333,quadrangle,GE_2025.07.20,320,230.0
acrts,-9.897658,-67.423391,square,GE_2011-02-21,230,
actsq,-9.75533,-67.156799,square,GE_2025.06.28,200,
alequ,-10.124058,-66.922548,quadrangle,GE_2022-11-30,123,121.0
alge2,-10.116715,-66.923676,enclosure,GE_2022-11-30,92,
algen,-10.098904,-66.906308,enclosure,GE_2022-11-30,110,
amac1,-9.32375,-67.811498,circle,zoom_jpg,126,
amac2,-9.304011,-66.495691,circle,GE_2021-11-19,137,
amac3,-9.392944,-65.85739,circle,GE_2024.08.25,120,
amaci,-9.309311,-66.512311,circle,GE_2021-10-25,107,
amade,-9.35634,-65.954675,enclosure,GE_2025.08.21,161,140.0
amadp,-9.472438,-67.273318,parallelogram,GE_2014-10-05,220,
amadq,-9.308543,-66.506364,quadrangle,GE_2023.08.15,94,86.0
amads,-9.188328,-67.204125,square,GE_2024.08.11,400,
amae1,-9.178132,-66.949325,enclosure,GE_2024.08.18,132,
amae10,-9.014047,-67.229267,enclosure,GE_2024.08.21,262,202.0
amae10,-9.014008,-67.229292,enclosure,GE_2021-11-06,273,205.0
amae12,-9.128475,-67.283261,enclosure,GE_2014-10-06,260,
amae13,-9.417423,-67.290361,enclosure,GE_2021-11-14,326,232.0
amae14,-9.154282,-67.149352,enclosure,GE_2014-10-06,260,210.0
amae15,-9.582036,-66.533676,enclosure,GE_2014-11-05,140,
amae16,-9.173578,-66.943334,enclosure,GE_2016-02-15,240,
amae17,-9.195596,-66.942132,enclosure,GE_2016-02-15,195,175.0
amae18,-9.301357,-66.499049,enclosure,GE_2016-02-16,135,
amae19,-9.059994,-67.170249,enclosure,GE_2017-11-08,268,
amae2,-9.640052,-67.167519,enclosure,GE_2014-10-05,190,240.0
amae20,-9.740415,-66.867898,enclosure,GE_2018-01-08,83,79.0
amae21,-8.77848,-66.748697,enclosure,GE_2025.07.05,264,241.0
amae22,-9.386648,-67.442881,enclosure,GE_2024.08.22,236,207.0
amae23,-8.829299,-66.701804,enclosure,GE_2021-11-17,202,162.0
amae24,-9.244103,-65.994235,enclosure,GE_2025.08.21,138,133.0
amae25,-9.511054,-66.748947,enclosure,GE_2023.07.10,286,194.0
amae26,-9.12004,-67.27657,enclosure,GE_2023.10.06_via_Peripato_et_al.,188,150.0
amae27,-9.262612,-67.355171,enclosure,GE_2023.10.16,185,166.0
amae28,-9.629473,-66.797823,enclosure,GE_2023.10.26,135,128.0
amae29,-9.470452,-65.731258,enclosure,pro_png,104,94.0
amae3,-9.547665,-67.2782,enclosure,GE_2018-01-03,100,
amae30,-9.012673,-67.037374,enclosure,GE_2024.08.23,167,146.0
amae31,-8.854103,-66.87789,enclosure,GE_2025.07.08,210,168.0
amae32,-8.677272,-66.582368,enclosure,GE_2025.07.22,170,161.0
amae33,-9.401698,-65.905554,enclosure,GE_2025.08.21,91,87.0
amae4,-9.233166,-67.282116,enclosure,GE_2014-10-05,220,
amae5,-9.186759,-67.28492,enclosure,GE_2023.07.13,200,175.0
amae6,-9.213011,-67.231092,enclosure,GE_2023.07.11,230,212.0
amae7,-9.157874,-67.226067,enclosure,GE_2024.08.11,223,210.0
amae8,-9.219053,-67.203754,enclosure,GE_2024.08.11,247,214.0
amae9,-9.211832,-67.200842,enclosure,GE_2024.08.11,284,258.0
amael,-9.20614,-67.3249,ellipse,GE_2023.07.13,170,130.0
amag1,-9.67265,-67.000104,enclosure,GE_2025.07.23,128,
amag10,-9.052799,-67.212287,geoglyph,GE_2021-11-06,194,172.0
amag11,-9.057445,-67.212792,geoglyph,GE_2021-11-06,112,
amag12,-9.131834,-66.166701,geoglyph,GE_2024.08.25,282,
amag13,-9.325214,-66.517966,geoglyph,GE_2021-11-08,113,
amag14,-9.026475,-67.095399,quadrangle,GE_2024.08.23,172,141.0
amag15,-9.180283,-67.247699,geoglyph,GE_2021-11-12,266,
amag16,-9.088948,-67.246391,geoglyph,GE_2021-11-12,183,
amag17,-9.008278,-67.266621,geoglyph,GE_2024.08.21,200,170.0
amag18,-8.978069,-67.236315,geoglyph,GE_2021-11-12,163,
amag19,-9.14596,-67.222533,geoglyph,GE_2023.07.17,126,108.0
amag2,-9.220317,-67.356885,quadrangle,GE_2023.10.16,170,128.0
amag20,-8.965753,-67.010115,geoglyph,GE_2024.08.23,180,130.0
amag21,-9.004033,-67.118695,geoglyph,GE_2021-11-26,118,
amag22,-9.094297,-67.24811,geoglyph,GE_2021-12-18,166,125.0
amag23,-9.125803,-65.894693,geoglyph,pro_jpg,176,
amag24,-8.999112,-67.028939,geoglyph,GE_2021-12-31,180,
amag25,-8.850354,-66.859271,geoglyph,GE_2023.04.07,88,
amag26,-9.159999,-67.233698,geoglyph,GE_2023.07.30,134,
amag27,-9.233483,-67.179158,geoglyph,GE_2024.08.17,160,
amag28,-9.33093,-66.519537,geoglyph,GE_2023.08.15,170,
amag29,-9.399648,-67.09765,geoglyph,pro_png,130,
amag3,-9.308747,-66.533121,geoglyph,GE_2021-10-24,170,
amag30,-9.376217,-67.283434,geoglyph,GE_2024.01.28,266,
amag31,-9.607982,-67.278799,geoglyph,GE_2024.02.05,86,
amag32,-9.172835,-65.304502,geoglyph,GE_2024.02.20,125,108.0
amag33,-8.666958,-67.030203,geoglyph,pro_png,246,
amag34,-9.42828,-67.237765,geoglyph,GE_2024.08.18,131,
amag35,-9.169565,-67.469876,geoglyph,GE_2024.08.22,250,230.0
amag36,-9.296911,-67.407755,geoglyph,GE_2024.08.22,300,270.0
amag37,-8.890275,-67.507077,geoglyph,GE_2024.08.23,160,
amag38,-9.040555,-67.068324,geoglyph,GE_2024.08.23,206,
amag39,-9.039447,-67.061939,geoglyph,GE_2024.08.23,174,
amag4,-9.299628,-66.508498,geoglyph,GE_2021-10-24,100,
amag40,-8.962138,-67.019303,geoglyph,GE_2024.08.23,159,
amag41,-8.986471,-67.009653,geoglyph,GE_2024.08.23,238,187.0
amag42,-8.952327,-66.98098,geoglyph,GE_2024.08.23,220,
amag43,-8.913728,-66.988531,geoglyph,GE_2024.08.23,170,122.0
amag44,-9.069543,-66.126183,geoglyph,GE_2024.08.25,134,112.0
amag45,-9.162589,-66.15151,geoglyph,GE_2024.08.25,161,
amag46,-9.165052,-66.136543,geoglyph,GE_2024.08.25,156,
amag47,-9.542689,-67.231684,geoglyph,GE_2024.08.25,220,
amag48,-9.185023,-67.186596,geoglyph,GE_2024.09.23,124,98.0
amag49,-9.203232,-66.112136,geoglyph,Kalliola_2024,152,102.0
amag5,-9.562626,-67.00207,geoglyph,GE_2021-10-24,113,
amag50,-9.057834,-67.170045,geoglyph,GE_2024.09.30,238,196.0
amag51,-9.068655,-66.059839,geoglyph,GE_2024.12.16,154,144.0
amag52,-9.025112,-65.948327,geoglyph,GE_2024.12.16,144,
amag53,-9.391226,-65.847674,geoglyph,GE_2024.12.16,128,
amag54,-8.796883,-66.800014,geoglyph,GE_2025.07.05,188,
amag55,-8.714263,-67.04665,geoglyph,GE_2025.07.05,108,
amag56,-8.710655,-67.025006,geoglyph,GE_2025.07.05,226,
amag57,-8.945141,-65.905372,geoglyph,GE_2025.07.08,96,
amag58,-8.776485,-66.613267,geoglyph,GE_2025.07.22,250,188.0
amag59,-9.354872,-65.953896,geoglyph,GE_2025.08.21,200,168.0
amag6,-9.235763,-67.353606,geoglyph,zoom_jpg,180,
amag60,-9.540571,-67.14797,geoglyph,GE_2025.10.25,125,
amag61,-9.540718,-67.112334,geoglyph,GE_2025.10.25,124,78.0
amag62,-9.500341,-67.046711,geoglyph,GE_2025.10.25,100,88.0
amag7,-9.18299,-67.197208,geoglyph,GE_2023.07.21,194,
amag8,-9.240606,-67.164462,square,GE_2021-11-06,167,123.0
amag9,-9.00124,-66.95077,geoglyph,GE_2022-05-18,144,
amage,-9.159569,-67.349898,geoglyph,GE_2025.02.19,209,155.0
amao1,-9.428711,-65.74344,oval,GE_2024.07.31,94,90.0
amao10,-9.663726,-67.130456,oval,pro_jpq,366,316.0
amao11,-9.273211,-66.493752,oval,GE_2021-11-19,189,166.0
amao12,-9.12901,-66.949634,oval,GE_2024.08.18,230,226.0
amao13,-8.831454,-66.918782,oval,GE_2021-12-19,256,238.0
amao14,-9.197925,-67.319104,oval,GE_2024.01.28,240,208.0
amao15,-8.932817,-67.252133,oval,GE_2023.10.06_via_Peripato_et_al.,88,79.0
amao16,-9.394107,-65.955233,oval,GE_2025.08.21,120,105.0
amao2,-9.16716,-67.1659,oval,GE_2014-10-05,130,118.0
amao3,-9.332789,-67.943544,oval,GE_2015-05.01,140,104.0
amao4,-9.344011,-67.898655,oval,GE_2015.05.06,200,110.0
amao5,-9.286609,-67.409303,oval,GE_2024.08.22,240,210.0
amao6,-9.224779,-67.364149,oval,GE_2023.10.16,186,156.0
amao7,-9.190623,-67.285562,oval,GE_2023.07.13,100,79.0
amao9,-9.273369,-66.487147,oval,pro_jpg,96,85.0
amaoc,-9.183614,-67.002622,octagon,GE_2024.08.17,155,
amaov,-9.559856,-67.169716,oval,GE_2014-10-06,480,440.0
amap1,-9.05209,-67.196252,parallelogram,GE_2014-10-05,235,175.0
amap10,-9.234006,-67.051315,parallelogram,zoom_jpg,290,260.0
amap2,-8.989377,-67.141948,parallelogram,GE_2023.10.06,220,190.0
amap3,-9.109431,-67.244413,parallelogram,GE_2021-12-18,210,190.0
amap4,-9.000719,-67.175389,parallelogram,GE_2014-10-05,200,190.0
amap5,-9.172004,-67.16535,parallelogram,GE_2014-10-05,180,130.0
amap6,-9.373701,-66.065764,parallelogram,zoom_jpg,152,
amap7,-9.698203,-67.014001,parallelogram,GE_2016-02-15,128,
amap8,-9.590833,-66.798717,parallelogram,GE_2016-02-16,208,
amap9,-9.268438,-66.478445,parallelogram,GE_2016-02-16,210,
amapa,-9.177379,-67.164573,parallelogram,GE_2014-10-05,330,
amaq1,-9.108884,-67.246159,quadrangle,GE_2014-10-05,210,190.0
amaq10,-9.052778,-67.212293,quadrangle,GE_2019-03-24,190,158.0
amaq11,-9.616038,-67.267048,quadrangle,GE_2021-10-14,129,120.0
amaq12,-8.970755,-67.10886,quadrangle,zoom_jpg,230,200.0
amaq13,-9.202306,-67.10098,quadrangle,zoom_jpg,278,240.0
amaq14,-9.384278,-67.107454,quadrangle,zoom_jpg,234,200.0
amaq15,-9.258636,-67.044099,quadrangle,zoom_jpg,211,154.0
amaq17,-9.68281,-67.043523,quadrangle,zoom_jpg,103,95.0
amaq18,-9.31548,-66.509708,quadrangle,GE_2021-11-15,118,
amaq19,-9.551211,-66.597518,quadrangle,GE_2025.07.09,114,113.0
amaq2,-9.56378,-67.173453,quadrangle,GE_2014-10-06,200,
amaq20,-9.351454,-66.587603,quadrangle,GE_2021-10-24,114,106.0
amaq21,-9.337068,-66.570222,quadrangle,GE_2021-10-24,158,
amaq22,-9.30581,-66.523699,quadrangle,GE_2024.01.24,132,116.0
amaq23,-9.783269,-66.839,quadrangle,GE_2021-10-26,104,64.0
amaq24,-9.172322,-66.941766,quadrangle,GE_2021-10-27,188,174.0
amaq25,-9.183196,-67.155315,quadrangle,GE_2021-12-31,263,244.0
amaq26,-9.37262,-67.317898,quadrangle,GE_2023.10.16,254,192.0
amaq27,-9.154619,-67.224026,quadrangle,GE_2024.08.10,136,
amaq28,-9.325725,-66.515565,quadrangle,GE_2021-11-15,103,
amaq29,-9.445736,-66.563554,quadrangle,GE_2023-08-15,210,144.0
amaq3,-9.311158,-66.993337,quadrangle,GE_2016-02-15,238,224.0
amaq30,-9.574085,-67.272557,quadrangle,GE_2021-11-12,151,137.0
amaq31,-9.576977,-67.271654,quadrangle,GE_2021-11-12,136,
amaq32,-9.16196,-66.97082,quadrangle,GE_2024.08.29,240,226.0
amaq33,-9.661075,-67.039706,quadrangle,pro_jpg,235,212.0
amaq34,-9.267741,-66.485723,quadrangle,pro_jpg,230,224.0
amaq35,-9.016365,-66.115313,quadrangle,GE_2024.08.25,164,158.0
amaq36,-9.343834,-66.566553,quadrangle,GE_2021-11-15,194,164.0
amaq37,-9.35159,-66.562877,quadrangle,GE_2021-11-15,318,206.0
amaq38,-8.634223,-67.131176,quadrangle,GE_2021-11-17,244,
amaq39,-9.133947,-67.276107,quadrangle,GE_2023.07.13,132,130.0
amaq4,-9.321031,-66.513165,quadrangle,GE_2021-10-28,126,
amaq41,-8.902786,-67.390914,quadrangle,GE_2021-11-26,170,148.0
amaq42,-9.469477,-66.734295,quadrangle,GE_2023.07.10,162,160.0
amaq43,-9.184797,-67.180986,quadrangle,GE_2023.07.13,180,156.0
amaq44,-9.186678,-67.181081,quadrangle,GE_2023.07.30,257,
amaq45,-8.896226,-67.435097,quadrangle,GE_2023.10.06_via_Peripato_et_al.,138,133.0
amaq46,-9.492855,-67.633496,quadrangle,GE_2023.10.06_via_Peripato_et_al.,128,118.0
amaq47,-9.12405,-66.9586,quadrangle,globalforestwatch.org/map,243,230.0
amaq48,-9.249598,-67.003799,quadrangle,globalforestwatch.org/map/,218,183.0
amaq49,-9.388488,-65.851619,quadrangle,GE_2024.08.25,234,196.0
amaq5,-9.30439,-66.503521,quadrangle,GE_2016-02-16,150,136.0
amaq50,-9.602397,-67.27595,quadrangle,GE_2024.02.05,167,
amaq51,-9.558346,-66.449943,quadrangle,GE_2024.08.24,209,202.0
amaq52,-9.461765,-67.605377,quadrangle,GE_2024.02.11,128,
amaq53,-9.137895,-67.17257,quadrangle,GE_2024.08.17,112,
amaq54,-9.158073,-67.048223,quadrangle,GE_2024.08.17,258,225.0
amaq55,-9.182625,-67.005123,quadrangle,GE_2024.08.17,175,
amaq56,-9.229588,-66.939578,quadrangle,GE_2024.08.18,132,126.0
amaq57,-8.951453,-67.605991,quadrangle,GE_2024.08.23,109,104.0
amaq58,-9.025678,-67.039088,quadrangle,GE_2024.08.23,196,
amaq59,-9.375111,-65.853988,quadrangle,GE_2024.08.25,118,
amaq6,-9.50382,-66.672685,quadrangle,GE_2016-02-16,126,112.0
amaq60,-9.485123,-67.270429,quadrangle,GE_2024.09.02,102,
amaq61,-9.480206,-67.374655,quadrangle,Kalliola_2024,187,180.0
amaq62,-9.481951,-67.374902,quadrangle,Kalliola_2024,182,
amaq63,-9.582253,-67.281727,quadrangle,GE_2024.09.30,190,176.0
amaq64,-9.097109,-67.250735,quadrangle,GE_2025.03.23,226,184.0
amaq65,-9.096969,-67.250661,quadrangle,GE_2025.03.23,156,
amaq66,-8.718009,-67.048664,quadrangle,GE_2025.07.05,165,119.0
amaq67,-8.798019,-66.851971,quadrangle,GE_2025.07.08,224,212.0
amaq68,-9.536107,-66.596515,quadrangle,GE_2025.07.09,52,35.0
amaq69,-9.523071,-66.810829,quadrangle,GE_2025.07.23,180,136.0
amaq7,-9.22647,-67.294767,quadrangle,GE_2023.07.11,95,92.0
amaq70,-9.339892,-65.939282,quadrangle,GE_2025.08.21,151,
amaq8,-9.482717,-67.381759,quadrangle,GE_2024.08.18,138,
amaq9,-9.504186,-67.40981,quadrangle,GE_2021-10-28,178,175.0
amaqu,-9.17357,-67.202925,quadrangle,GE_2023.07.21,320,
amar1,-9.156143,-67.223649,quadrangle,GE_2023.07.12,123,119.0
amar10,-9.167196,-67.14345900000001,rectangle,GE_2024.08.17,248,213.0
amar11,-8.981662,-67.139744,rectangle,GE_2024.08.26,170,162.0
amar2,-9.435642,-67.179573,rectangle,GE_2024.08.09,234,138.0
amar4,-9.43432,-65.816618,rectangle,GE_2024.08.25,241,220.0
amar5,-9.01816,-66.143395,rectangle,GE_2024.08.25,126,122.0
amar6,-9.082955,-66.046389,rectangle,GE_2021-11-16,350,280.0
amar7,-9.009603,-67.125954,rectangle,GE_2021-11-26,105,102.0
amar8,-9.129587,-67.172621,rectangle,GE_2024.08.17,216,194.0
amar9,-9.224454,-67.264545,rectangle,GE_2024.08.10,158,144.0
amare,-9.499476,-67.628893,rectangle,GE_2014-11-18,184,172.0
amas1,-9.109089,-67.213445,square,GE_2021-11-06,289,
amas10,-9.15984,-67.495822,square,GE_2017-11-14,78,
amas11,-9.207357,-67.314104,quadrangle,GE_2023.07.13,110,
amas12,-9.128774,-67.296817,quadrangle,GE_2023.07.13,143,135.0
amas13,-9.142757,-67.219678,square,GE_2023.07.19,230,
amas14,-9.124496,-67.251316,square,GE_2024.08.10,112,
amas15,-9.1822,-67.481502,square,GE_2020-01-16,156,
amas16,-9.696398,-67.014054,square,zoom_jpg,112,
amas17,-9.374678,-66.067711,square,zoom_jpg,114,
amas18,-9.388521,-67.245011,square,GE_2024.08.18,223,
amas19,-9.399532,-67.160181,square,GE_2024.08.18,133,
amas2,-9.222128,-67.279663,square,GE_2014-10-06,205,
amas20,-8.840484,-66.841796,square,GE_2025.08.16,140,
amas21,-8.979772,-67.018438,square,GE_2024.08.23,108,
amas22,-8.621292,-66.813735,square,GE_2025.07.22,86,
amas3,-9.108168,-67.23524,square,GE_2021-12-20,190,
amas4,-9.587199,-67.279308,square,GE_2024.01.30,155,
amas41,-8.812542,-66.838844,square,GE_2025.08.16,190,
amas42,-8.800757,-66.832091,square,bing_jpg_2025,326,
amas5,-9.126232,-67.212419,square,GE_2023.07.19,124,
amas6,-9.185859,-67.195388,square,GE_2023.07.21,173,
amas7,-9.548193,-67.166883,square,GE_2014-10-06,150,
amas8,-9.427115,-67.246424,square,GE_2021-11-16,108,
amas9,-9.656398,-66.991189,square,GE_2016-02-15,118,
amasq,-9.159157,-67.218394,square,GE_2014-10-05,330,
amats,-9.128127,-67.213347,square,GE_2014-10-05,260,
amazg,-9.756387,-66.947768,geoglyph,GE_2018-01-08,260,
amazo,-9.379465,-66.618893,oval,GE_2024.09.29,340,320.0
amazq,-9.188296,-67.203971,quadrangle,GE_2023.08.14,192,
amazs,-9.500615,-67.056972,square,zoom_jpg,452,
amds1,-9.792452,-66.817662,square,GE_2024.08.22,195,186.0
amds2,-9.134014,-67.276167,quadrangle,GE_2023.07.13,194,
andig,-9.377585,-67.520101,geoglyph,GE_2024.08.23,80,
andir,-9.399371,-67.537489,rectangle,GE_2024.08.23,132,92.0
antoc,-11.170346,-68.100436,circle,GE_2021-10-14,50,
antoo,-11.175979,-68.056671,oval,GE_2021-10-14,146,122.0
antqu,-9.435352,-68.179183,quadrangle,Kalliola_2024,114,97.0
antrg,-9.402462,-68.141627,geoglyph,GE_2021-11-18,168,
antrq,-9.436161,-68.177362,quadrangle,GE_2021-11-18,50,38.0
aracq,-10.036155,-66.92712,quadrangle,GE_2022-11-30,90,53.0
arco2,-10.282743,-67.808303,oval,GE_2025.11.06,52,48.0
assie,-10.915472,-69.464779,enclosure,GE_2015-11-25,244,170.0
assig,-10.871268,-69.388023,geoglyph,GE_2023.05.19,244,
assio,-10.868444,-69.601758,oval,GE_2015-11-25,240,160.0
assis,-10.910099,-69.493066,oval,GE_2023.05.19,325,272.0
assiv,-10.911815,-69.533041,geoglyph,GE_2025.02.08,440,
bacc1,-8.711971,-67.191205,circle,GE_2023.08.20,76,
bacc2,-8.806145,-67.022375,circle,GE_2023.08.20,88,
bacci,-8.890543,-67.066472,circle,GE_2021-11-26,116,
bace1,-8.782915,-67.07376,enclosure,GE_2014-12-06,240,
bace10,-8.862583,-66.981119,enclosure,GE_2021-11-15,43,
bace11,-8.867975,-67.102623,enclosure,GE_2021-11-15,216,180.0
bace12,-8.745083,-67.170188,enclosure,GE_2021-11-18,108,
bace13,-8.844865,-67.147572,enclosure,GE_2025.07.05,275,244.0
bace2,-8.753672,-67.062209,enclosure,GE_2014-02-01,175,
bace3,-8.794858,-67.061404,enclosure,GE_2014-02-01,150,142.0
bace4,-8.795572,-66.955737,enclosure,GE_2014-12-06,106,90.0
bace5,-8.831838,-66.934281,enclosure,GE_2014-12-06,275,230.0
bace6,-8.886525,-67.049433,enclosure,GE_2020-01-15,222,190.0
bace7,-8.873506,-67.03722,enclosure,GE_2020-01-15,220,210.0
bace8,-8.867405,-67.020113,enclosure,GE_2020-01-15,226,220.0
bace9,-8.898908,-66.961101,enclosure,pro_jpg,196,144.0
bacen,-8.738513,-67.082829,enclosure,GE_2014-02-01,216,
bacg1,-8.939195,-67.042832,enclosure,GE_2020-01-15,90,
bacg2,-8.848226,-66.990809,enclosure,GE_2020-01-15,160,
bacg3,-8.958652,-67.014695,geoglyph,GE_2020.03.09,220,
bacg4,-8.855314,-66.971696,geoglyph,GE_2024.08.24,188,
bacg5,-8.866138,-66.874048,quadrangle,GE_2025.07.08,99,
bacg6,-8.937342,-67.071386,geoglyph,GE_2021-10-23,167,
bacg7,-8.800093,-66.960535,quadrangle,GE_2024.08.24,342,338.0
bacg8,-8.873501,-66.944357,geoglyph,GE_2023.07.26,105,
bacg9,-8.833206,-66.939019,geoglyph,GE_2025.01.22,100,
bacge,-8.847383,-67.085227,enclosure,GE_2020-01-15,218,
bacq1,-8.853563,-66.997283,quadrangle,GE_2020-01-15,286,239.0
bacq10,-8.814257,-67.201533,quadrangle,GE_2024.08.21,160,
bacq11,-8.729372,-66.898695,quadrangle,GE_2025.07.22,240,182.0
bacq12,-8.850656,-67.079631,quadrangle,GE_2025.02.01,214,
bacq13,-8.859269,-67.143024,quadrangle,GE_2025.07.05,251,206.0
bacq2,-8.850781,-66.99854,quadrangle,GE_2020.03.09,132,
bacq3,-8.939199,-67.052048,quadrangle,GE_2020.03.09,134,109.0
bacq4,-8.826474,-67.20067,quadrangle,GE_2021-11-10,212,200.0
bacq5,-8.681533,-67.175203,quadrangle,GE_2021-11-10,250,180.0
bacq6,-8.786209,-67.046385,quadrangle,GE_2021-11-18,196,191.0
bacq7,-8.761604,-66.968671,quadrangle,GE_2021-11-18,228,
bacq8,-8.761139,-66.918526,quadrangle,GE_2023.01.04,200,200.0
bacq9,-8.906861,-67.102855,quadrangle,GE_2023.08.20,161,
bacqu,-8.865428,-66.946248,quadrangle,GE_2020-01-15,243,222.0
bacre,-8.939334,-67.063472,rectangle,GE_2020-01-15,192,142.0
bacrq,-8.815772,-67.204229,quadrangle,GE_2024.08.21,408,
bacs2,-8.786589,-67.024622,square,GE_2014-02-01,172,
bacs3,-8.800057,-66.97074,square,GE_2014-02-01,140,
bacs4,-8.843254,-67.000225,square,GE_2015-11-25,114,
bacs5,-8.829214,-67.076382,square,GE_2015-11-25,200,
bacs6,-8.793927,-67.040403,square,GE_2021-11-18,152,
bacsq,-8.719918,-67.175869,square,GE_2021-12-25,175,
bauro,-13.717638,-63.775368,oval,GE_2023.09.18,170,150.0
baurz,-13.64321,-63.639369,zanja,GE_2021-11-25,303,
bdese,-9.696687,-67.488697,enclosure,Kalliola_2024,412,270.0
befc1,-10.594521,-67.689233,circle,GE_2014-01-29,150,
befc2,-10.593545,-67.665323,circle,GE_2014-01-27,120,
befc3,-10.621127,-67.630174,circle,GE_2021-10-22,124,
befci,-10.596084,-67.689696,circle,GE_2016-02-14,220,
befe1,-10.634929,-67.6696,enclosure,GE_2021-10-25,134,118.0
befe2,-10.634114,-67.670947,enclosure,GE_2021-10-25,64,56.0
befg1,-10.618386,-67.630995,enclosure,GE_2020-01-15,110,
befle,-10.618368,-67.63094,enclosure,GE_2021-10-23,113,
beflg,-10.60766,-67.696049,enclosure,GE_2014-01-29,380,340.0
beflq,-10.619231,-67.628676,quadrangle,GE_2021-10-23,84,70.0
befo1,-10.601696,-67.727488,oval,GE_2014-11-25,92,74.0
befo2,-10.599548,-67.725547,oval,GE_2014-11-25,98,71.0
befo3,-10.597065,-67.714215,oval,GE_2014-11-25,100,90.0
befov,-10.600168,-67.727048,oval,GE_2014-11-25,100,74.0
befq1,-10.597847,-67.648953,quadrangle,GE_2021-11-11,84,76.0
belav,-10.16011,-66.951169,geoglyph,GE_2025.02.04,420,
bemoq,-9.986012,-66.741649,quadrangle,Kalliola_2024,132,122.0
bemos,-9.989723,-66.755585,quadrangle,GE_2025.01.25,78,
beniz,-11.22164,-66.2149,zanja,GE_2025.07.07,682,
beviz,-13.27326,-63.687366,zanja,GE_2022-05-07,358,268.0
bolpe,-11.286358,-69.104626,oval,GE_2025.02.08,380,330.0
